0.03113301	0.04186092	-0.0047018486	-0.009766754	0.038644228	0.0050871503	-0.030949516	0.082697965	-0.049358353	0.09662517	-0.014486501	-0.028183628	-0.037518214	0.02496563	0.010126635	-0.013008405
-0.0060789473	0.18435702	0.0042902147	0.013899031	-0.09374818	-0.097824395	-0.046252	0.17533223	-0.17711273	0.12215158	-0.1547758	0.065430805	-0.08808951	-0.022535404	0.04465258	-0.09534609
0.036351897	0.21781999	-0.066320084	0.106714785	-0.090489194	-0.15884618	0.0053397263	0.15639575	-0.21553616	0.20781797	-0.1929616	0.11865112	-0.14199544	0.01394598	0.052666243	-0.17280401
-0.19991072	-0.5550024	0.14658405	-0.2919494	0.4558433	0.42296162	-0.12114664	-0.52948153	0.47274414	-0.65906745	0.48816985	-0.49618468	0.43779382	0.2377881	-0.21180552	0.51603043
0.011338953	-0.017682398	0.018620064	0.02945142	-0.0015672822	0.038062464	-0.008764947	0.069452375	-0.01725002	-0.014092691	-0.01950866	-0.015538089	0.0062605967	-0.029195718	0.044721145	0.0333703
0.047527593	0.09182513	0.02097493	0.038882967	-0.0032536604	-0.059700426	0.04540505	0.062207498	-0.05161346	0.054696962	-0.052881107	0.0366226	-0.08977957	-0.05640517	0.07830072	-0.06557477
-0.33070007	-0.50021213	0.35679382	-0.3309822	0.4664941	0.47415504	-0.32846758	-0.39216527	0.41583496	-0.4764997	0.4789462	-0.51627266	0.43874612	0.3148559	-0.3309102	0.4090544
0.054948162	0.07933138	-0.0197536	0.04807463	-0.025286162	-0.050381493	0.01607345	0.08999119	-0.06223229	0.082802765	-0.07746858	0.09608582	-0.113747254	-0.014294334	0.0280494	-0.07078633
-0.27608868	-0.38160253	0.23330496	-0.2391993	0.36459246	0.39558908	-0.25291687	-0.4299008	0.3899405	-0.51184666	0.37164757	-0.34977084	0.3592673	0.21398497	-0.21549845	0.3248005
-0.076305576	0.029538374	0.014899051	-0.047249574	0.057456095	0.049180944	-0.06839547	0.020194769	-0.022081282	0.041105166	0.011633611	0.0032554595	0.024777196	-0.011490974	-0.020495763	-0.028724935
-0.33690187	-0.48993158	0.31042933	-0.29762104	0.47301677	0.42654085	-0.26349774	-0.42246142	0.47454488	-0.5571339	0.5013886	-0.5100276	0.41423854	0.30170482	-0.24032655	0.49661225
